lead_id,canonical_anchors,status,decision,reason,candidate_id,catalog_action,family_id
L1408,BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L635-636[U006847];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L637-638[U006848];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L639-640[U006849];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L641-642[U006850];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L649-650[U006852];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L651-652[U006853],RESOLVED,formal-language-alias,annihilating-pairs-encode-balanced-parentheses,,not-serious-candidate,not-applicable
L1409,BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L641-642[U006850];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L643-648[U006851],WEAK,formal-language-property,balanced-parenthesis-count-is-a-language-property,,not-serious-candidate,not-applicable
L1410,BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L653-655[U006854];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L656-660[U006855];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L661-662[U006856];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L663-664[U006857],WEAK,phase-transition-property,critical-scaling-is-an-output-property,,not-serious-candidate,not-applicable
L1411,BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L665-666[U006858];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L667-668[U006859];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L669-670[U006860];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L671-672[U006861];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L673-674[U006862],SERIOUS,driven-sandpile-relaxation,adds-load-then-repeats-local-toppling-until-stable,C018,proposed-addition,F009
L1412,BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L675-676[U006863];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L686-687[U006867],RESOLVED,driven-sandpile-relaxation,dimension-and-threshold-are-sandpile-rule-parameters,,not-serious-candidate,not-applicable
L1413,BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L675-676[U006863];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L677-681[U006864];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L682-683[U006865];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L684-685[U006866];BACK-MATTER/NOTES/07-Mechanisms-in-Programs-and-Nature-Notes.md:L686-687[U006867],RESOLVED,driven-sandpile-relaxation,dimension-and-threshold-are-sandpile-rule-parameters,,not-serious-candidate,not-applicable
L1414,CHAPTERS/08-Implications-for-Everyday-Systems.md:L69-70[U002046];CHAPTERS/08-Implications-for-Everyday-Systems.md:L71-72[U002047];CHAPTERS/08-Implications-for-Everyday-Systems.md:L73-74[U002048],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1415,CHAPTERS/08-Implications-for-Everyday-Systems.md:L83-84[U002053];CHAPTERS/08-Implications-for-Everyday-Systems.md:L85-86[U002054];CHAPTERS/08-Implications-for-Everyday-Systems.md:L87-88[U002055];CHAPTERS/08-Implications-for-Everyday-Systems.md:L89-90[U002056],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1416,CHAPTERS/08-Implications-for-Everyday-Systems.md:L107-108[U002065];CHAPTERS/08-Implications-for-Everyday-Systems.md:L109-110[U002066],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1417,CHAPTERS/08-Implications-for-Everyday-Systems.md:L131-132[U002077];CHAPTERS/08-Implications-for-Everyday-Systems.md:L135-136[U002079];CHAPTERS/08-Implications-for-Everyday-Systems.md:L137-138[U002080],SERIOUS,mobile-crack-displacement-ca,a unique crack marker selects and destroys one destination cell while a field CA also evolves,C048,proposed-addition,F007
L1418,CHAPTERS/08-Implications-for-Everyday-Systems.md:L155-156[U002089];CHAPTERS/08-Implications-for-Everyday-Systems.md:L163-164[U002093];CHAPTERS/08-Implications-for-Everyday-Systems.md:L165-166[U002094];CHAPTERS/08-Implications-for-Everyday-Systems.md:L183-184[U002103];CHAPTERS/08-Implications-for-Everyday-Systems.md:L185-186[U002104];CHAPTERS/08-Implications-for-Everyday-Systems.md:L187-188[U002105];CHAPTERS/08-Implications-for-Everyday-Systems.md:L189-190[U002106];CHAPTERS/08-Implications-for-Everyday-Systems.md:L191-192[U002107];CHAPTERS/08-Implications-for-Everyday-Systems.md:L193-194[U002108];CHAPTERS/08-Implications-for-Everyday-Systems.md:L195-196[U002109];CHAPTERS/08-Implications-for-Everyday-Systems.md:L197-198[U002110],SERIOUS,alternating-block-cellular-automaton,the partition alignment alternates and a whole block is transformed as one unit / adjacent sites never update in the same half-step and total nearest-neighbor energy remains invariant,C002,proposed-addition,F001
L1419,CHAPTERS/08-Implications-for-Everyday-Systems.md:L211-212[U002117];CHAPTERS/08-Implications-for-Everyday-Systems.md:L213-214[U002118],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1420,CHAPTERS/08-Implications-for-Everyday-Systems.md:L259-260[U002141];CHAPTERS/08-Implications-for-Everyday-Systems.md:L263-264[U002143];CHAPTERS/08-Implications-for-Everyday-Systems.md:L265-266[U002144];CHAPTERS/08-Implications-for-Everyday-Systems.md:L267-268[U002145];CHAPTERS/08-Implications-for-Everyday-Systems.md:L285-286[U002154];CHAPTERS/08-Implications-for-Everyday-Systems.md:L287-288[U002155];CHAPTERS/08-Implications-for-Everyday-Systems.md:L291-292[U002157];CHAPTERS/08-Implications-for-Everyday-Systems.md:L293-294[U002158];CHAPTERS/08-Implications-for-Everyday-Systems.md:L367-368[U002195],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1421,CHAPTERS/08-Implications-for-Everyday-Systems.md:L319-320[U002171];CHAPTERS/08-Implications-for-Everyday-Systems.md:L327-328[U002175];CHAPTERS/08-Implications-for-Everyday-Systems.md:L329-330[U002176],SERIOUS,mutable-rule-cellular-metasystem,the transition table itself is part of the evolving state,C053,proposed-addition,F035
L1422,CHAPTERS/08-Implications-for-Everyday-Systems.md:L453-454[U002238];CHAPTERS/08-Implications-for-Everyday-Systems.md:L455-456[U002239];CHAPTERS/08-Implications-for-Everyday-Systems.md:L457-458[U002240];CHAPTERS/08-Implications-for-Everyday-Systems.md:L459-460[U002241];CHAPTERS/08-Implications-for-Everyday-Systems.md:L477-478[U002250];CHAPTERS/08-Implications-for-Everyday-Systems.md:L479-480[U002251],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1423,CHAPTERS/08-Implications-for-Everyday-Systems.md:L497-498[U002260];CHAPTERS/08-Implications-for-Everyday-Systems.md:L507-508[U002265];CHAPTERS/08-Implications-for-Everyday-Systems.md:L509-510[U002266];CHAPTERS/08-Implications-for-Everyday-Systems.md:L511-512[U002267];CHAPTERS/08-Implications-for-Everyday-Systems.md:L513-514[U002268],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1424,CHAPTERS/08-Implications-for-Everyday-Systems.md:L521-522[U002272],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1425,CHAPTERS/08-Implications-for-Everyday-Systems.md:L531-532[U002277];CHAPTERS/08-Implications-for-Everyday-Systems.md:L533-534[U002278];CHAPTERS/08-Implications-for-Everyday-Systems.md:L535-536[U002279];CHAPTERS/08-Implications-for-Everyday-Systems.md:L537-538[U002280];CHAPTERS/08-Implications-for-Everyday-Systems.md:L545-546[U002284];CHAPTERS/08-Implications-for-Everyday-Systems.md:L547-548[U002285],SERIOUS,global-maximum-depletion-placement,each new point is chosen by a global field maximum rather than a local frontier,C031,proposed-addition,F020
L1426,CHAPTERS/08-Implications-for-Everyday-Systems.md:L551-552[U002287];CHAPTERS/08-Implications-for-Everyday-Systems.md:L553-554[U002288];CHAPTERS/08-Implications-for-Everyday-Systems.md:L555-556[U002289];CHAPTERS/08-Implications-for-Everyday-Systems.md:L557-558[U002290],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1427,CHAPTERS/08-Implications-for-Everyday-Systems.md:L563-564[U002293];CHAPTERS/08-Implications-for-Everyday-Systems.md:L565-566[U002294];CHAPTERS/08-Implications-for-Everyday-Systems.md:L567-568[U002295];CHAPTERS/08-Implications-for-Everyday-Systems.md:L569-570[U002296],SERIOUS,differential-sheet-growth-relation,the defining condition is an embedding-wide equal-cell-size constraint,C015,proposed-addition,F018
L1428,CHAPTERS/08-Implications-for-Everyday-Systems.md:L575-576[U002299];CHAPTERS/08-Implications-for-Everyday-Systems.md:L577-578[U002300];CHAPTERS/08-Implications-for-Everyday-Systems.md:L579-580[U002301],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1429,CHAPTERS/08-Implications-for-Everyday-Systems.md:L581-582[U002302];CHAPTERS/08-Implications-for-Everyday-Systems.md:L585-586[U002304];CHAPTERS/08-Implications-for-Everyday-Systems.md:L587-588[U002305];CHAPTERS/08-Implications-for-Everyday-Systems.md:L589-590[U002306];CHAPTERS/08-Implications-for-Everyday-Systems.md:L591-592[U002307];CHAPTERS/08-Implications-for-Everyday-Systems.md:L599-600[U002311],SERIOUS,moving-opening-shell-accretion,new surface is added only along a moving opening,C050,proposed-addition,F032
L1430,CHAPTERS/08-Implications-for-Everyday-Systems.md:L613-614[U002318];CHAPTERS/08-Implications-for-Everyday-Systems.md:L615-616[U002319];CHAPTERS/08-Implications-for-Everyday-Systems.md:L617-618[U002320],SERIOUS,intrinsic-curvature-curve-integration,input specifies intrinsic curvature rather than Cartesian coordinates,C033,proposed-addition,F037
L1431,CHAPTERS/08-Implications-for-Everyday-Systems.md:L623-624[U002323];CHAPTERS/08-Implications-for-Everyday-Systems.md:L625-626[U002324];CHAPTERS/08-Implications-for-Everyday-Systems.md:L627-628[U002325];CHAPTERS/08-Implications-for-Everyday-Systems.md:L629-630[U002326];CHAPTERS/08-Implications-for-Everyday-Systems.md:L631-632[U002327],SERIOUS,field-gated-local-evolution,diffusing concentration thresholds select which local behavior executes in each spatial region,C025,covered-by-existing-family,F053
L1432,CHAPTERS/08-Implications-for-Everyday-Systems.md:L633-634[U002328];CHAPTERS/08-Implications-for-Everyday-Systems.md:L635-636[U002329];CHAPTERS/08-Implications-for-Everyday-Systems.md:L637-638[U002330];CHAPTERS/08-Implications-for-Everyday-Systems.md:L639-640[U002331],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1433,CHAPTERS/08-Implications-for-Everyday-Systems.md:L675-676[U002349],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1434,CHAPTERS/08-Implications-for-Everyday-Systems.md:L677-678[U002350];CHAPTERS/08-Implications-for-Everyday-Systems.md:L679-680[U002351];CHAPTERS/08-Implications-for-Everyday-Systems.md:L681-682[U002352],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1435,CHAPTERS/08-Implications-for-Everyday-Systems.md:L697-698[U002360];CHAPTERS/08-Implications-for-Everyday-Systems.md:L701-702[U002362];CHAPTERS/08-Implications-for-Everyday-Systems.md:L703-704[U002363];CHAPTERS/08-Implications-for-Everyday-Systems.md:L707-708[U002365];CHAPTERS/08-Implications-for-Everyday-Systems.md:L709-710[U002366];CHAPTERS/08-Implications-for-Everyday-Systems.md:L713-714[U002368];CHAPTERS/08-Implications-for-Everyday-Systems.md:L715-716[U002369],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1436,CHAPTERS/08-Implications-for-Everyday-Systems.md:L725-726[U002374],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1437,CHAPTERS/08-Implications-for-Everyday-Systems.md:L753-754[U002388];CHAPTERS/08-Implications-for-Everyday-Systems.md:L757-758[U002390];CHAPTERS/08-Implications-for-Everyday-Systems.md:L759-760[U002391];CHAPTERS/08-Implications-for-Everyday-Systems.md:L761-762[U002392];CHAPTERS/08-Implications-for-Everyday-Systems.md:L763-764[U002393];CHAPTERS/08-Implications-for-Everyday-Systems.md:L765-766[U002394];CHAPTERS/08-Implications-for-Everyday-Systems.md:L767-768[U002395],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1438,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L19-21[U006875];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L22-26[U006876];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L27-28[U006877];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L29-32[U006878],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1439,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L27-28[U006877],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1440,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L27-28[U006877],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1441,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L36-38[U006880],RESOLVED,aggregation-or-continuous-front-equation,the source explicitly redirects crystal growth to already retained aggregation and solidification-front PDE mechanics,,not-serious-candidate,not-applicable
L1442,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L41-42[U006882];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L43-44[U006883],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1443,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L48-52[U006885],RESOLVED,local-constraint-or-growth-alias,quasicrystal passage points to already retained constraint and growth mechanisms,,not-serious-candidate,not-applicable
L1444,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L48-52[U006885],WEAK,material-morphology,amorphous packing is described as a physical morphology without an executable construction,,not-serious-candidate,not-applicable
L1445,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L48-52[U006885],SERIOUS,diffusion-limited-aggregation,random walkers are introduced and irreversibly attach on first cluster contact,C016,proposed-addition,F016
L1446,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L48-52[U006885],RESOLVED,stochastic-walker-aggregation,the conserved mobile-particle CA is an implementation of the same DLA mechanism,,not-serious-candidate,not-applicable
L1447,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L48-52[U006885];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L53-54[U006886],SERIOUS,synchronous-local-state-automaton,real-valued temperatures diffuse synchronously with heating and threshold wraparound,C090,T01:retain-family;T02:retain-preset;T03:retain-preset;T04:retain-preset;T05:merge;T06:retain-preset;T07:retain-preset;T21:retain-preset;T22:retain-preset;T23:retain-preset;T24:retain-preset;T44:alias,F053
L1448,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L59-61[U006889],SERIOUS,energy-minimization-constraint,a crack is any bond path minimizing total random bond strength,C021,proposed-addition,F028
L1449,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L59-61[U006889],SERIOUS,spring-threshold-fracture,bond extensions evolve mechanically and bonds are deleted past a stretch threshold,C083,covered-by-existing-family,F040
L1450,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L59-61[U006889],RESOLVED,continuous-differential-equation-evolution,Lame equations are a named PDE instance of the retained continuous-equation family,,not-serious-candidate,not-applicable
L1451,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L62-67[U006890],WEAK,empirical-fracture-evidence,the passage reports measurements and visual resemblance rather than new mechanics,,not-serious-candidate,not-applicable
L1452,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L62-67[U006890],RESOLVED,local-cellular-automaton-fracture,the three-color crack construction is an ordinary local CA rule preset,,not-serious-candidate,not-applicable
L1453,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L62-67[U006890],SERIOUS,parallel-independent-substitution,each surviving fragment probabilistically splits into two on successive rounds,C061,T13:retain-family;T15:merge;T26:retain-preset;T27:repair;T42:retain-preset,F038
L1454,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L76-77[U006895];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L78-79[U006896];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L80-81[U006897];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L82-83[U006898],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1455,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L84-85[U006899];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L86-87[U006900];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L88-89[U006901];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L90-91[U006902];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L92-93[U006903];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L104-105[U006909],SERIOUS,partial-differential-equation,Navier-Stokes defines continuum field evolution subject to initial and boundary data,C063,T45:retain-family,F041
L1456,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L94-95[U006904];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L96-97[U006905],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1457,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L98-99[U006906];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L100-101[U006907];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L102-103[U006908],RESOLVED,continuous-differential-equation-evolution,the Lorenz system is an ordinary-differential-equation specialization of the same continuous evolution family,,not-serious-candidate,not-applicable
L1458,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L84-85[U006899];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L104-105[U006909];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L106-108[U006910];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L112-114[U006912];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L115-116[U006913];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L117-118[U006914];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L119-120[U006915];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L121-122[U006916],SERIOUS,alternating-block-cellular-automaton,the partition alignment alternates and a whole block is transformed as one unit / adjacent sites never update in the same half-step and total nearest-neighbor energy remains invariant,C002,proposed-addition,F001
L1459,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L123-126[U006917],SERIOUS,alternating-block-cellular-automaton,the partition alignment alternates and a whole block is transformed as one unit / adjacent sites never update in the same half-step and total nearest-neighbor energy remains invariant,C002,proposed-addition,F001
L1460,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L127-131[U006918],SERIOUS,random-stream-coalescence,two streams that meet permanently share one downstream continuation,C071,proposed-addition,F033
L1461,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L144-149[U006924],WEAK,underspecified-selection-protocol,the source stresses that pruning and mutation choices are arbitrary and supplies no executable selection rule,,not-serious-candidate,not-applicable
L1462,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L164-165[U006930];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L171-172[U006933];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L173-179[U006934];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L190-191[U006940],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1463,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L186-187[U006938];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L188-189[U006939],WEAK,weak-nonconstruction-or-insufficient-evidence,Sequential source review found no mechanically distinct executable construction,,not-serious-candidate,not-applicable
L1464,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L192-194[U006941];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L195-202[U006942];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L203-204[U006943];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L205-206[U006944];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L207-208[U006945];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L209-210[U006946];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L211-212[U006947];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L213-214[U006948],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1465,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L215-216[U006949];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L217-220[U006950];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L221-222[U006951];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L223-227[U006952],SERIOUS,global-maximum-depletion-placement,each new point is chosen by a global field maximum rather than a local frontier,C031,proposed-addition,F020
L1466,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L223-227[U006952],SERIOUS,global-maximum-depletion-placement,each new point is chosen by a global field maximum rather than a local frontier,C031,proposed-addition,F020
L1467,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L223-227[U006952];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L228-229[U006953];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L275-276[U006966];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L281-284[U006969],SERIOUS,global-maximum-depletion-placement,each new point is chosen by a global field maximum rather than a local frontier,C031,proposed-addition,F020
L1468,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L234-235[U006955];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L236-245[U006956];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L246-247[U006957];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L248-249[U006958];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L250-251[U006959],SERIOUS,moving-opening-shell-accretion,new surface is added only along a moving opening,C050,proposed-addition,F032
L1469,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L252-254[U006960];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L255-260[U006961];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L261-262[U006962];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L263-270[U006963];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L271-272[U006964];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L275-276[U006966],SERIOUS,intrinsic-curvature-curve-integration,input specifies intrinsic curvature rather than Cartesian coordinates,C033,proposed-addition,F037
L1470,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L279-280[U006968],RESOLVED,neighbor-independent-branching-substitution,embryonic cell division is explicitly proposed as an ordinary neighbor-independent substitution,,not-serious-candidate,not-applicable
L1471,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L279-280[U006968],RESOLVED,stateful-branching-substitution,lineage-dependent modification is representable by inherited substitution state and the source gives no distinct rule,,not-serious-candidate,not-applicable
L1472,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L279-280[U006968],RESOLVED,field-gated-local-evolution,diffusion gradients threshold gene banks and repeat the retained field-gated local mechanism,,not-serious-candidate,not-applicable
L1473,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L289-295[U006972],RESOLVED,aggregation-surface-growth,tumor growth is explicitly compared to the already retained random surface-aggregation construction,,not-serious-candidate,not-applicable
L1474,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L289-295[U006972],RESOLVED,local-constraint-relation,self-assembly is explicitly compared to local and network constraint systems rather than given new mechanics,,not-serious-candidate,not-applicable
L1475,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L306-307[U006976];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L308-315[U006977];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L316-317[U006978];BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L318-319[U006979],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1476,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L320-321[U006980],RESOLVED,resolved-duplicate-preset-or-role,Sequential source review found an already represented mechanic or a supporting semantic role,,not-serious-candidate,not-applicable
L1477,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md:L322-323[U006981],SERIOUS,partial-differential-equation,state change is defined by continuous derivatives and requires numerical or analytic integration / with insufficient or inconsistent boundary data the same equation can have many or no solutions,C063,T45:retain-family,F041
